transaction_id,account_number,transaction_type,transaction_amount,account_holder_country,purchase_country,credit_card_type,card_balance,card_limit,account_holder_income
9283,592508,online_payment,42.54,USA,USA,amex,1106.16,2434.84,34898.75
9284,129777,cash_withdrawal,74.23,USA,USA,amex,741.71,4281.84,51846.03
9285,356427,purchase,12.44,Mexico,Mexico,visa,849.62,3095.17,32990.8
9286,781543,cash_withdrawal,65.99,Mexico,Mexico,mastercard,977.39,1722.54,37725.49
9287,520661,purchase,22.22,Mexico,Mexico,mastercard,1047.25,4119.42,52037.53
9288,298110,cash_withdrawal,74.41,Canada,Canada,visa,1027.58,4501.5,37920.2
9289,449345,cash_withdrawal,47.68,USA,USA,amex,479.17,3804.16,52779.04
9290,514627,online_payment,74.47,Canada,Canada,visa,787.76,1946.79,46736.73
9291,805937,purchase,89.21,USA,USA,amex,561.04,5066.95,36975.96
9292,378011,purchase,81.59,USA,USA,amex,687.21,4727.56,55279.71
9293,686789,cash_withdrawal,15.19,USA,USA,visa,766.85,2434.45,48045.28
9294,245338,cash_withdrawal,50.1,USA,USA,visa,1316.96,3781.35,22628.84
9295,925854,cash_withdrawal,84.09,Canada,Canada,amex,1488.21,4392.24,33410.81
9296,790568,cash_withdrawal,2230.81,USA,India,amex,7924.68,11133.79,56511.26
9297,601754,online_payment,1386.07,Canada,China,visa,6645.42,8466.25,27357.97
9298,745832,online_payment,16.53,Canada,Canada,amex,1129.16,3173.84,35989.24
9299,524429,online_payment,103.42,Canada,Canada,visa,1484.12,5297.32,21405.53
9300,762727,online_payment,40.84,USA,USA,mastercard,1036.07,4693.74,32574.69
9301,879518,cash_withdrawal,60.53,USA,USA,mastercard,602.87,1757.08,61298.29
9302,659650,online_payment,65.22,Mexico,Mexico,visa,1295.25,5114.67,48335.22
9303,350449,online_payment,57.17,Mexico,Mexico,visa,1230.07,3952.19,59129.49
9304,413732,cash_withdrawal,1152.59,USA,India,visa,2300.19,6759.49,31223.11
9305,269357,online_payment,52.56,Canada,Canada,mastercard,1013.82,2971.08,45292.65
9306,750971,cash_withdrawal,24.96,Mexico,Mexico,amex,863.8,5018.87,20326.69
9307,880445,cash_withdrawal,78.02,USA,USA,mastercard,670.31,2328.68,59961.75
9308,305827,cash_withdrawal,82.97,Mexico,Mexico,mastercard,629.09,5008.37,62137.76
9309,302918,purchase,1952.69,Canada,China,visa,9666.69,10458.96,36467.51
9310,398451,online_payment,28.99,USA,USA,amex,546.07,1233.8,32562.1
9311,442424,cash_withdrawal,25.57,USA,USA,amex,1033.93,4045.97,35657.35
9312,513083,purchase,55.66,Canada,Canada,visa,719.41,2237.07,66185.85
9313,942955,online_payment,52.16,Mexico,Mexico,mastercard,1012.18,4743.86,44257.34
9314,840045,online_payment,20.6,Mexico,Mexico,mastercard,1204.53,4512.91,51987.92
9315,207669,purchase,31.33,USA,USA,mastercard,731.84,4848.65,63564.29
9316,832318,purchase,115.03,Mexico,Mexico,mastercard,930.17,1865.04,33565.8
9317,258998,online_payment,9.48,Mexico,Mexico,visa,1244.03,3885.5,79001.3
9318,727503,online_payment,22.97,Mexico,Mexico,mastercard,1087.1,3623.54,30126.89
9319,722995,purchase,32.7,Mexico,Mexico,amex,1316.74,5892.79,59304.36
9320,506396,cash_withdrawal,1016.38,Mexico,India,amex,5862.31,8363.11,29648.17
9321,717125,online_payment,64.02,USA,USA,amex,361.96,1586.0,63076.04
9322,345847,purchase,39.55,Canada,Canada,visa,1328.42,3568.42,50898.52
9323,327544,purchase,2623.01,Mexico,Mexico,visa,2234.77,5237.29,47816.56
9324,966304,online_payment,1616.82,USA,Mexico,visa,7477.67,11999.31,42159.14
9325,974168,online_payment,49.0,USA,USA,mastercard,1379.15,5143.02,31313.88
9326,367614,cash_withdrawal,72.27,Mexico,Mexico,visa,844.28,4437.8,48112.27
9327,327467,online_payment,58.19,USA,USA,visa,1187.31,2270.66,34235.98
9328,246025,purchase,12.73,Canada,Canada,amex,1174.76,5469.27,52372.82
9329,859940,cash_withdrawal,26.12,Mexico,Mexico,visa,626.48,1167.89,27111.31
9330,612177,online_payment,45.84,USA,USA,amex,1000.94,5195.37,31206.8
9331,979401,cash_withdrawal,19.39,USA,USA,visa,1607.75,5357.38,37288.0
9332,715781,cash_withdrawal,47.23,USA,USA,mastercard,818.34,4286.55,55539.93
9333,892955,cash_withdrawal,1610.41,Mexico,Mexico,amex,2167.03,5250.87,28798.21
9334,317995,online_payment,35.87,Canada,Canada,mastercard,481.31,1251.95,73730.88
9335,812550,cash_withdrawal,51.69,Mexico,Mexico,visa,499.5,1433.54,42209.23
9336,393313,cash_withdrawal,49.89,USA,USA,mastercard,809.01,4675.46,50151.39
9337,669929,online_payment,1349.37,Mexico,Mexico,mastercard,1249.93,5744.81,33530.07
9338,254062,purchase,62.67,Canada,Canada,visa,711.65,4044.92,40457.94
9339,653949,purchase,28.7,USA,USA,mastercard,1004.2,4899.12,27592.79
9340,768779,cash_withdrawal,3172.12,Canada,Australia,visa,4803.15,8521.22,17358.55
9341,900889,cash_withdrawal,88.49,Canada,Canada,mastercard,1207.37,2739.8,42362.41
9342,954032,purchase,60.6,Canada,Canada,mastercard,866.34,2887.18,63829.78
9343,727907,cash_withdrawal,1574.29,Canada,USA,visa,640.17,3203.84,23788.2
9344,438246,purchase,2476.16,USA,USA,mastercard,4958.79,8193.99,46882.28
9345,657373,online_payment,87.77,USA,USA,visa,949.65,5128.39,63461.07
9346,197064,purchase,31.53,Canada,Canada,amex,1083.88,4252.09,70184.18
9347,806014,online_payment,60.89,USA,USA,amex,1062.62,3407.81,41262.29
9348,499346,online_payment,21.29,Canada,Canada,amex,788.74,4511.71,41082.42
9349,730011,purchase,36.58,Mexico,Mexico,visa,1142.11,5272.27,58454.85
9350,233114,online_payment,52.02,Canada,Canada,amex,949.33,4232.53,42620.73
9351,956566,purchase,60.72,USA,USA,amex,187.36,5061.12,54183.79
9352,929414,cash_withdrawal,89.27,Canada,Canada,mastercard,1281.54,2463.07,49480.59
9353,591638,purchase,82.72,USA,USA,mastercard,1045.25,2565.01,48853.7
9354,951617,online_payment,48.84,USA,USA,amex,917.85,4971.6,50126.57
9355,657765,purchase,67.27,USA,USA,visa,1328.92,5174.93,29338.31
9356,738449,cash_withdrawal,84.73,Mexico,Mexico,amex,1031.73,5144.87,41120.33
9357,939141,cash_withdrawal,55.24,Canada,Canada,mastercard,568.15,3360.61,45213.43
9358,784076,online_payment,53.94,Canada,Canada,amex,1366.86,5332.23,64373.8
9359,440281,cash_withdrawal,106.27,Canada,Canada,mastercard,1389.66,2432.03,32074.32
9360,922450,purchase,27.94,Canada,Canada,visa,566.18,4902.58,44346.11
9361,239133,online_payment,24.09,Mexico,Mexico,amex,823.47,5263.32,64072.58
9362,763969,online_payment,18.83,Mexico,Mexico,amex,933.02,4902.34,38032.4
9363,397515,purchase,48.92,USA,USA,mastercard,1071.29,5127.78,57603.84
9364,865710,purchase,50.48,Mexico,Mexico,visa,1215.13,2509.25,56274.34
9365,445165,cash_withdrawal,21.16,Canada,Canada,amex,984.5,3481.71,77011.63
9366,514021,online_payment,717.61,Mexico,Mexico,visa,2746.83,7153.28,26133.85
9367,370001,cash_withdrawal,47.96,USA,USA,amex,1280.35,3456.68,45784.59
9368,766980,online_payment,33.16,Canada,Canada,amex,1245.03,5946.44,40119.47
9369,632465,purchase,52.08,Canada,Canada,amex,278.84,5009.52,15657.77
9370,523327,cash_withdrawal,67.4,USA,USA,amex,1024.23,2427.26,43899.8
9371,351842,purchase,63.8,Canada,Canada,visa,650.55,3849.36,52691.07
9372,450722,online_payment,91.16,Mexico,Mexico,visa,542.6,2008.07,46613.33
9373,714229,purchase,71.98,Canada,Canada,mastercard,890.11,5698.73,10000.0
9374,882409,online_payment,40.17,USA,USA,amex,611.71,4626.42,40906.91
9375,636114,purchase,74.94,USA,USA,visa,1654.72,3448.61,60534.58
9376,769250,cash_withdrawal,67.19,Canada,Canada,mastercard,675.24,3406.12,55324.16
9377,444572,online_payment,1.0,Canada,Canada,amex,1156.41,3015.44,18416.04
9378,610283,cash_withdrawal,54.11,USA,USA,visa,849.14,3249.1,40262.16
9379,750332,purchase,16.24,Canada,Canada,visa,709.7,3971.96,47985.72
9380,813391,purchase,64.24,Mexico,Mexico,amex,1113.17,4481.29,49834.02
9381,612656,purchase,34.25,USA,USA,mastercard,1379.31,5314.67,61130.14
9382,605350,purchase,1048.97,Mexico,Mexico,visa,5303.15,7405.73,27558.78
9383,437164,online_payment,44.89,Mexico,Mexico,amex,1337.11,3291.57,43986.03
9384,629783,online_payment,45.98,Canada,Canada,mastercard,1145.56,3161.26,28039.65
9385,128481,cash_withdrawal,61.7,USA,USA,amex,859.72,2154.52,52402.34
9386,766627,purchase,62.94,Canada,Canada,mastercard,401.71,2831.35,53078.52
9387,861062,cash_withdrawal,34.06,Canada,Canada,visa,1205.85,4381.41,45858.58
9388,237815,purchase,55.69,USA,USA,amex,636.24,2110.57,56844.54
9389,727763,cash_withdrawal,2119.73,USA,China,visa,5764.24,7690.43,40596.51
9390,804133,online_payment,20.53,Canada,Canada,mastercard,454.37,1055.19,55305.57
9391,419186,cash_withdrawal,46.34,USA,USA,amex,1192.87,4713.43,66644.3
9392,149476,cash_withdrawal,69.38,USA,USA,amex,642.8,1439.02,65236.35
9393,847465,online_payment,63.72,Canada,Canada,mastercard,1184.17,3643.78,43367.59
9394,390696,cash_withdrawal,95.1,Canada,Canada,visa,1315.96,5253.34,42807.21
9395,820602,online_payment,15.78,USA,USA,visa,822.88,5377.22,25438.97
9396,538988,cash_withdrawal,30.06,Mexico,Mexico,mastercard,1276.06,3617.43,52893.19
9397,784308,online_payment,25.35,Mexico,Mexico,mastercard,1156.24,5877.99,54615.0
9398,307383,online_payment,72.36,Canada,Canada,visa,1018.16,4420.83,73040.85
9399,169093,online_payment,51.52,USA,USA,mastercard,1067.36,6015.91,44369.25
9400,693411,cash_withdrawal,80.79,USA,USA,visa,853.19,3219.5,45595.54
9401,116535,cash_withdrawal,60.97,Mexico,Mexico,amex,978.9,1732.39,72193.38
9402,428634,purchase,2466.73,Canada,USA,visa,1674.82,3748.87,42048.27
9403,670850,cash_withdrawal,89.72,Mexico,Mexico,amex,1259.31,3908.01,45924.89
9404,481186,purchase,2208.64,Mexico,USA,amex,5954.09,8677.35,40993.75
9405,356323,cash_withdrawal,39.89,Mexico,Mexico,amex,816.89,4530.33,43451.65
9406,975512,purchase,33.64,USA,USA,amex,587.29,2972.11,60624.39
9407,358916,online_payment,53.94,Canada,Canada,mastercard,824.05,4003.42,48681.44
9408,813895,cash_withdrawal,824.27,USA,India,amex,1452.88,3842.57,20497.15
9409,330063,purchase,28.32,USA,USA,mastercard,1199.24,5978.5,39890.72
9410,141269,online_payment,59.59,Mexico,Mexico,amex,1177.17,2916.91,33292.68
9411,180674,cash_withdrawal,35.99,USA,USA,visa,1189.63,5060.64,57957.67
9412,928894,cash_withdrawal,2014.15,USA,UK,mastercard,5760.42,8979.17,23584.04
9413,385291,purchase,2134.47,USA,China,amex,4064.6,8788.57,29162.06
9414,538744,online_payment,1.0,Canada,Canada,mastercard,4882.21,5652.29,60059.03
9415,701383,purchase,2329.72,USA,USA,mastercard,1687.06,5109.7,44176.2
9416,868460,purchase,19.58,Mexico,Mexico,mastercard,1302.29,5998.15,61000.58
9417,824291,online_payment,61.8,USA,USA,mastercard,963.8,1961.01,60237.17
9418,190925,purchase,70.32,Mexico,Mexico,visa,1209.23,3449.63,60846.73
9419,690669,online_payment,99.88,Canada,Canada,amex,1470.85,2215.1,49460.62
9420,723756,online_payment,42.47,Canada,Canada,visa,1244.09,3796.2,56836.16
9421,342330,online_payment,2288.98,USA,Germany,mastercard,484.54,3204.21,31799.37
9422,950181,purchase,29.7,Mexico,Mexico,visa,792.67,2316.14,49941.45
9423,113731,cash_withdrawal,69.97,USA,USA,visa,1002.56,5962.5,59831.46
9424,486791,cash_withdrawal,1643.55,Mexico,China,visa,5893.36,8176.67,30309.99
9425,591874,cash_withdrawal,26.88,Mexico,Mexico,mastercard,1147.56,3885.89,35456.54
9426,675312,online_payment,22.25,Canada,Canada,mastercard,1287.53,1871.41,60238.15
9427,741000,online_payment,1.0,Canada,Canada,visa,1022.75,5347.95,27642.15
9428,201121,cash_withdrawal,32.04,USA,USA,mastercard,775.8,2159.76,10000.0
9429,365976,purchase,12.82,USA,USA,mastercard,1079.65,2489.56,44949.16
9430,656620,purchase,71.08,USA,USA,mastercard,1247.46,4680.01,65529.69
9431,112467,cash_withdrawal,47.37,Mexico,Mexico,mastercard,905.54,3135.78,58707.41
9432,141025,cash_withdrawal,1584.06,Canada,Canada,visa,4074.12,7337.72,27030.7
9433,244179,cash_withdrawal,47.91,Canada,Canada,visa,432.65,3888.34,42622.32
9434,177994,cash_withdrawal,81.93,Canada,Canada,visa,1259.77,4606.16,56523.4
9435,194202,cash_withdrawal,2026.52,Mexico,Mexico,amex,3259.1,5016.67,21122.6
9436,667769,online_payment,74.71,Canada,Canada,mastercard,740.62,3403.2,76213.62
9437,495797,purchase,28.25,Canada,Canada,amex,1000.12,1847.62,42758.99
9438,699406,online_payment,45.08,Mexico,Mexico,mastercard,838.79,4098.48,59010.71
9439,486154,cash_withdrawal,60.03,USA,USA,mastercard,836.76,5244.84,67239.51
9440,544854,cash_withdrawal,42.37,Canada,Canada,amex,1256.26,5036.31,42019.95
9441,748002,cash_withdrawal,35.56,Canada,Canada,amex,881.72,2835.21,66559.9
9442,848987,purchase,92.09,Mexico,Mexico,amex,874.27,1384.96,62664.44
9443,260185,cash_withdrawal,60.86,Mexico,Mexico,mastercard,1108.25,2081.18,72831.4
9444,184363,online_payment,82.89,Mexico,Mexico,visa,397.36,1849.84,37676.99
9445,425188,purchase,40.19,Canada,Canada,visa,414.55,1435.7,58253.52
9446,311027,cash_withdrawal,64.37,USA,USA,amex,1285.72,6237.04,37376.46
9447,373958,cash_withdrawal,2413.54,Canada,Australia,mastercard,6163.13,10018.72,26960.71
9448,461484,online_payment,31.04,Canada,Canada,mastercard,1104.41,4129.63,50666.87
9449,372168,purchase,59.69,USA,USA,visa,1119.89,4724.03,42987.04
9450,818648,online_payment,13.42,Canada,Canada,visa,1366.38,5576.53,32325.51
9451,995668,online_payment,38.2,USA,USA,amex,1250.21,4242.42,67839.98
9452,682124,online_payment,37.17,Mexico,Mexico,visa,1035.0,4739.31,41555.86
9453,369579,online_payment,55.64,Canada,Canada,mastercard,925.27,3106.65,60741.63
9454,355095,cash_withdrawal,41.09,Canada,Canada,visa,1556.4,3759.58,42840.52
9455,957033,purchase,51.44,Mexico,Mexico,mastercard,712.38,5357.84,59677.51
9456,581632,purchase,38.69,Canada,Canada,amex,905.32,1473.98,32027.14
9457,361176,purchase,38.29,USA,USA,visa,1418.74,4403.48,41103.93
9458,483015,online_payment,64.43,Mexico,Mexico,mastercard,1213.22,5044.67,24480.95
9459,349717,online_payment,47.48,Mexico,Mexico,visa,1178.21,3096.93,47870.45
9460,758767,purchase,41.31,Canada,Canada,visa,760.33,4186.86,40898.61
9461,985375,online_payment,55.57,Mexico,Mexico,visa,950.7,3319.29,61870.69
9462,132940,purchase,46.34,Canada,Canada,amex,875.92,1660.77,83768.2
9463,629954,purchase,39.52,Mexico,Mexico,mastercard,1190.91,3353.28,63531.2
9464,399266,purchase,89.68,USA,USA,mastercard,1077.82,1989.75,63594.33
9465,256164,purchase,68.81,Mexico,Mexico,mastercard,983.36,3627.63,56398.79
9466,306717,online_payment,42.47,Mexico,Mexico,amex,351.66,2133.98,60004.36
9467,463334,cash_withdrawal,4.33,Canada,Canada,amex,995.43,5169.73,36942.25
9468,462612,online_payment,72.63,Canada,Canada,amex,1073.18,4055.26,28786.09
9469,126505,purchase,96.13,USA,USA,visa,721.36,1767.64,44951.47
9470,661001,online_payment,67.05,Mexico,Mexico,mastercard,614.99,5451.77,49192.23
9471,547603,cash_withdrawal,515.54,USA,USA,visa,4395.86,8420.04,42174.47
9472,929601,purchase,2965.43,USA,Germany,amex,5268.56,7077.98,30013.81
9473,304354,online_payment,72.58,USA,USA,visa,1401.61,4080.62,68994.79
9474,701799,purchase,1068.81,Canada,USA,amex,8277.77,13011.16,35061.27
9475,926954,purchase,46.01,Canada,Canada,amex,1299.75,5384.02,63191.4
9476,312204,cash_withdrawal,56.9,Mexico,Mexico,visa,1248.78,5726.65,64996.45
9477,350694,cash_withdrawal,34.25,Canada,Canada,amex,627.3,1704.5,47160.42
9478,349836,online_payment,44.89,Mexico,Mexico,mastercard,644.92,2084.19,43162.14
9479,858849,online_payment,2771.78,USA,Brazil,visa,5236.39,6595.12,24966.6
9480,985829,purchase,53.61,Mexico,Mexico,visa,1039.64,5421.36,42037.38
9481,628168,online_payment,1251.87,Canada,Canada,visa,4272.39,6318.82,32694.48
9482,536670,cash_withdrawal,73.13,Canada,Canada,amex,1102.25,4813.2,44565.74
9483,667827,online_payment,17.56,USA,USA,mastercard,1092.05,5965.67,47698.28
9484,340056,online_payment,77.28,Canada,Canada,mastercard,1142.83,1714.93,80734.57
9485,319057,cash_withdrawal,54.53,Mexico,Mexico,amex,836.97,1980.24,68259.4
9486,639087,online_payment,65.83,USA,USA,visa,1420.83,2917.71,67485.12
9487,607800,purchase,31.14,Mexico,Mexico,mastercard,1198.7,3726.77,67805.65
9488,204843,purchase,1987.38,USA,Mexico,mastercard,3090.82,4151.57,38887.17
9489,543942,cash_withdrawal,69.62,Canada,Canada,amex,760.92,3678.2,48952.03
9490,148784,online_payment,62.61,Mexico,Mexico,mastercard,1216.8,5474.02,50860.35
9491,213034,cash_withdrawal,48.75,USA,USA,mastercard,970.26,5211.67,23661.12
9492,534044,purchase,1476.64,Canada,Canada,visa,2906.26,7850.1,15383.7
9493,824886,online_payment,13.42,Canada,Canada,visa,1293.33,4418.0,63725.92
9494,154362,online_payment,66.24,USA,USA,amex,1144.34,3451.54,63441.49
9495,153997,purchase,14.39,USA,USA,mastercard,1025.89,3578.23,62808.74
9496,281413,online_payment,17.05,Mexico,Mexico,visa,1070.33,5841.07,41840.86
9497,512289,online_payment,23.39,USA,USA,amex,978.97,1831.86,53837.39
9498,464543,online_payment,79.69,USA,USA,visa,614.99,5422.03,55077.12
9499,900981,cash_withdrawal,2315.93,Mexico,Canada,mastercard,5455.03,6956.08,18160.86
9500,943352,purchase,2850.97,Mexico,USA,mastercard,2687.26,3834.15,16059.56
9501,840686,online_payment,53.82,Mexico,Mexico,amex,586.25,2108.86,75190.58
9502,568731,online_payment,893.69,Canada,Canada,mastercard,7749.61,9382.57,28215.52
9503,884752,online_payment,69.58,USA,USA,mastercard,756.59,2904.87,45258.04
9504,513532,purchase,13.02,Mexico,Mexico,mastercard,1264.64,2407.35,41970.07
9505,257255,online_payment,56.84,USA,USA,amex,1406.78,3588.33,46575.01
9506,980292,purchase,59.56,USA,USA,amex,1205.94,1812.61,76345.79
9507,648912,cash_withdrawal,72.41,Canada,Canada,mastercard,1145.96,5424.6,37348.0
9508,817875,cash_withdrawal,106.89,Canada,Canada,mastercard,1145.88,2193.54,64387.24
9509,859072,online_payment,75.05,Mexico,Mexico,amex,649.32,3633.66,44063.07
9510,578997,purchase,59.06,Canada,Canada,visa,1038.71,3391.33,64041.0
9511,670993,online_payment,80.58,USA,USA,visa,943.8,5413.66,72114.88
9512,713614,cash_withdrawal,50.14,Canada,Canada,visa,1323.61,5893.95,53757.48
9513,519972,online_payment,31.41,USA,USA,visa,262.9,3067.24,73744.71
9514,946822,cash_withdrawal,30.8,Canada,Canada,visa,1702.89,3860.12,71796.21
9515,168369,cash_withdrawal,2154.63,Mexico,Germany,amex,6241.59,7112.4,46600.66
9516,301893,cash_withdrawal,48.0,USA,USA,mastercard,877.02,1912.38,28679.88
9517,371733,purchase,76.3,USA,USA,amex,726.97,2661.5,43099.18
9518,737300,online_payment,54.49,Canada,Canada,amex,935.34,3112.09,49668.62
9519,959613,purchase,58.23,USA,USA,mastercard,1690.8,6683.63,63930.7
9520,800146,cash_withdrawal,1337.17,USA,USA,amex,3460.12,6712.18,12254.8
9521,850046,online_payment,45.94,Canada,Canada,amex,972.1,1528.57,32988.56
9522,747999,cash_withdrawal,103.09,Mexico,Mexico,amex,1291.91,5245.33,39747.47
9523,176425,online_payment,1343.28,Canada,Germany,amex,4374.86,7113.04,30154.09
9524,596297,cash_withdrawal,65.51,Canada,Canada,mastercard,1021.81,2546.94,68143.69
9525,640282,purchase,13.09,USA,USA,mastercard,1198.53,2276.38,45463.59
9526,211915,online_payment,14.48,Canada,Canada,mastercard,1458.62,5913.04,50637.78
9527,485105,purchase,50.24,Canada,Canada,visa,1333.63,2440.72,50536.22
9528,583414,purchase,41.32,USA,USA,mastercard,982.24,2957.68,40952.86
9529,204672,cash_withdrawal,36.77,Canada,Canada,mastercard,1312.96,4119.74,47107.14
9530,913071,cash_withdrawal,24.64,USA,USA,visa,871.68,4848.9,57006.94
9531,379349,online_payment,9.17,Mexico,Mexico,amex,1135.46,5818.68,50340.13
9532,418821,purchase,78.45,Mexico,Mexico,amex,996.68,3968.04,25644.62
9533,132930,cash_withdrawal,45.17,USA,USA,visa,832.07,1487.71,19163.55
9534,173313,purchase,60.18,Canada,Canada,mastercard,920.09,5625.72,40567.0
9535,849211,purchase,35.89,USA,USA,mastercard,904.18,1806.66,33501.91
9536,213153,purchase,59.68,Canada,Canada,mastercard,542.34,2016.53,58716.2
9537,585725,purchase,20.86,USA,USA,visa,894.41,1531.37,44895.2
9538,904748,cash_withdrawal,27.16,USA,USA,mastercard,900.28,1843.72,48432.86
9539,332911,cash_withdrawal,70.89,USA,USA,amex,1110.53,2559.92,63926.18
9540,196058,online_payment,31.77,Canada,Canada,amex,1500.61,3027.58,51928.97
9541,187876,online_payment,53.21,USA,USA,amex,354.12,3903.5,73970.59
9542,709654,cash_withdrawal,29.77,Canada,Canada,amex,949.65,5237.95,32443.91
9543,637691,cash_withdrawal,40.33,Mexico,Mexico,mastercard,1019.54,4377.08,58342.63
9544,442196,online_payment,52.69,Canada,Canada,visa,252.45,2771.78,30973.01
9545,872838,cash_withdrawal,2502.22,Canada,China,mastercard,4917.52,8030.8,44798.83
9546,361420,online_payment,54.55,Mexico,Mexico,mastercard,718.46,2101.45,41571.0
9547,577843,online_payment,98.95,USA,USA,visa,862.76,4617.69,25482.77
9548,435639,purchase,30.56,Canada,Canada,mastercard,1072.32,5194.08,25975.23
9549,263004,online_payment,2219.63,Canada,Mexico,visa,9141.87,14045.95,44288.55
9550,458234,online_payment,41.79,USA,USA,amex,1357.19,2844.42,49924.14
9551,398845,cash_withdrawal,77.09,Canada,Canada,amex,935.32,2807.9,39628.24
9552,496601,cash_withdrawal,2656.02,USA,UK,visa,4646.31,7883.25,38749.3
9553,876684,cash_withdrawal,26.81,USA,USA,amex,1234.47,5131.79,55222.74
9554,681529,online_payment,50.13,USA,USA,mastercard,412.11,3247.15,60825.95
9555,765727,cash_withdrawal,47.5,USA,USA,visa,938.29,4598.29,44342.15
9556,165030,online_payment,71.55,Mexico,Mexico,mastercard,1079.15,4688.83,50900.97
9557,801865,online_payment,42.11,Mexico,Mexico,visa,1277.32,5628.31,40394.85
9558,264404,purchase,1945.13,Mexico,Germany,amex,3495.68,7001.78,25951.13
9559,307397,online_payment,61.07,Mexico,Mexico,mastercard,705.4,3313.12,43479.39
9560,579702,online_payment,45.92,Mexico,Mexico,amex,524.25,4224.1,45629.72
9561,518779,purchase,57.94,Canada,Canada,amex,592.73,1653.13,59880.98
9562,205185,cash_withdrawal,29.02,Canada,Canada,mastercard,991.14,5269.59,56380.47
9563,136404,online_payment,79.55,USA,USA,mastercard,1140.35,2730.2,48164.95
9564,155182,cash_withdrawal,73.71,USA,USA,visa,1775.32,3445.85,34656.32
9565,395135,cash_withdrawal,82.46,Mexico,Mexico,visa,1062.09,5467.38,45565.97
9566,728889,purchase,52.64,Canada,Canada,visa,1256.49,5798.39,45817.14
9567,803023,cash_withdrawal,59.53,Mexico,Mexico,visa,1003.82,2761.11,62595.16
9568,952318,online_payment,87.58,Canada,Canada,mastercard,1015.31,4666.12,61064.18
9569,746290,online_payment,63.98,Canada,Canada,visa,1405.72,5040.15,58856.57
9570,445992,online_payment,95.81,Mexico,Mexico,visa,1294.4,5227.62,22052.44
9571,944124,cash_withdrawal,49.05,Mexico,Mexico,mastercard,1112.95,5431.68,46569.08
9572,325461,online_payment,1.0,USA,Australia,mastercard,7031.58,9941.39,39202.32
9573,923932,cash_withdrawal,28.28,Canada,Canada,mastercard,1083.83,4715.55,58674.79
9574,920217,cash_withdrawal,49.99,Canada,Canada,amex,569.56,4613.88,31720.24
9575,708434,online_payment,83.13,Mexico,Mexico,visa,791.94,3799.77,43922.57
9576,588195,cash_withdrawal,1139.6,Mexico,Australia,visa,4551.17,9506.11,10000.0
9577,672285,online_payment,36.19,USA,USA,amex,919.65,2309.28,44481.26
9578,631458,cash_withdrawal,41.53,Canada,Canada,mastercard,866.33,2915.72,55610.17
9579,244375,cash_withdrawal,32.89,USA,USA,visa,1107.23,3770.38,67331.75
9580,433887,cash_withdrawal,44.28,Canada,Canada,visa,613.3,4562.64,70506.05
9581,571068,purchase,463.49,USA,Australia,mastercard,3468.22,6373.81,34609.73
9582,135187,cash_withdrawal,85.52,USA,USA,visa,1258.98,4100.51,50651.05
9583,820394,cash_withdrawal,69.99,Mexico,Mexico,visa,1378.58,4118.66,66555.44
9584,757253,online_payment,85.35,Canada,Canada,mastercard,649.37,2321.47,42667.16
9585,769113,online_payment,72.44,USA,USA,amex,656.56,5490.94,51451.62
9586,138090,cash_withdrawal,2040.19,USA,Australia,amex,4872.0,8846.18,20270.7
9587,569984,purchase,11.92,USA,USA,visa,906.13,1465.47,59891.42
9588,945844,cash_withdrawal,88.49,USA,USA,mastercard,501.03,1316.86,35882.76
9589,877766,purchase,99.58,Mexico,Mexico,visa,480.4,1634.78,39312.99
9590,418174,online_payment,53.48,Mexico,Mexico,amex,1613.33,5384.26,70575.39
9591,641797,purchase,33.21,Mexico,Mexico,amex,688.1,3741.89,53166.25
9592,168653,online_payment,48.04,Mexico,Mexico,amex,1604.14,5758.55,74153.61
9593,792289,online_payment,23.02,Canada,Canada,mastercard,1041.97,4187.74,41644.73
9594,491770,cash_withdrawal,30.35,Mexico,Mexico,amex,1308.22,4226.68,57105.15
9595,366186,purchase,1.0,Mexico,Mexico,mastercard,1205.28,4563.21,66641.75
9596,293646,cash_withdrawal,2902.96,USA,UK,visa,2030.26,5858.68,32990.02
9597,399345,cash_withdrawal,45.54,USA,USA,mastercard,1166.96,5350.88,47473.41
9598,847642,purchase,60.96,Canada,Canada,visa,737.99,2645.99,50663.65
9599,638304,cash_withdrawal,84.56,Mexico,Mexico,mastercard,1055.22,2237.56,50521.21
9600,387166,purchase,77.54,Canada,Canada,visa,896.68,3947.18,50634.03
9601,856322,cash_withdrawal,62.63,Canada,Canada,visa,1164.8,2184.34,73113.7
9602,652226,cash_withdrawal,61.09,Mexico,Mexico,amex,952.53,5409.36,40533.96
9603,274750,cash_withdrawal,19.33,USA,USA,visa,1228.02,2856.15,60905.53
9604,360710,purchase,1275.2,Canada,UK,visa,6020.42,9777.77,23204.65
9605,332320,online_payment,66.74,USA,USA,amex,412.34,4214.62,55901.87
9606,948152,online_payment,46.91,Canada,Canada,mastercard,1045.6,2480.53,52099.33
9607,467658,online_payment,36.68,Canada,Canada,visa,795.03,2348.2,33276.14
9608,812165,purchase,72.32,Mexico,Mexico,visa,1229.74,2748.52,31813.03
9609,757346,purchase,87.36,Canada,Canada,visa,1017.96,3699.1,22450.63
9610,176478,cash_withdrawal,52.28,Canada,Canada,mastercard,223.51,5122.52,54655.34
